|raw_number|content|negative|neutral|positive|compound
908|#909 (04/02/66)|I was being transferred from a hospital. later there was a liner with a smokestack. It was going along canals surrounding a city. Some men were planning to do something unlawful, and then escape by piloting the liner through some forbidden waters. I did not think they could do it. |0.053|0.914|0.032|-0.2732
909|#910 (04/03/66)|I was with my mother and sister, and I made some kind of decision. |0.0|1.0|0.0|0.0
910|#911 (04/04/66)|"I left a department store and came into an alley. Some little girls were there, but I avoided them. I walked through a wooded area and I saw more little girls on the path. They seemed carefree and gay. Two of them flashed their eyes at me. I noticed the legs of some others. I felt tempted to become friendly with them, but I resisted. (When I awoke, I felt anxiety as I recalled the dream. Yesterday I read from ""Human Destiny"" by Leconte du Nouy that Darwin was wrong about natural selection. It was not the fittest that survived, but the most adaptable to change in environment. The dinosaurs were the fittest of their time, but became extinct when the climate was modified. I related that thought with my own inability to adapt to adulthood, and I believe that is why I felt so anxious. It made me ponder that adaptability is more essential to my survival than fitness or power to seduce. My power is useless if I can't adapt to adulthood.) "|0.099|0.799|0.102|0.1842
911|#912 (04/04/66)|I had a cake of pink soap. A chemical made it porous. When I rubbed a layer of soap off, it looked white. I dropped it into the water, and the water foamed like a bubble bath. |0.0|0.935|0.065|0.3612
912|#913 (04/04/66)|I started a fire and burned. Later when I looked in my dresser drawer, it appeared as though someone had been looking through it. I had a feeling of resentment. I saw a match and a sticker, and I took them to a room where I intended to burn something. |0.099|0.874|0.028|-0.5859
913|#914 (04/04/66)|I had a deep cut in my neck. I found a doctor and he gave me a mask to wear. I was too embarrassed to wear it on the street. I'd walked home, and in the house, I'd put the mask on, I decided. Then I met a lady about 35. She was dignified in manner. We said a few words and then I walked toward home. Later I tried to start the engine of a train. I put on a hot valve, then just in time I turned on the cold one. But the engine stopped. The foreman gave me a different engine. |0.052|0.928|0.019|-0.3716
914|#915 (04/04/66)|I was confined in a hospital. I asked my mother when I would be discharged. She said I had been given a merit. She and my sister were also confined there. A little later my sister began to cry. My mother and I wanted to be discharged. Later I felt like running around the grounds to limber. I felt healthy and in control of my passions. |0.041|0.81|0.149|0.7964
915|#916 (04/05/66)|I was living in a house with my mother and sister. (It did not resemble any that I have ever lived in real life.) A woman investigator came and questioned me about some flowers that were sent to someone. I said that I had mailed them, but I did not know who had requested that they be mailed. Later my mother threw some garbage out the window. Our garbage cans were on the curb. My sister went outside and moved some of them. Then I went outside to look at them. I tried to pass the next door house, but a new stair and stoop were being built, so I had to detour. The neighbors in that house were not on friendly terms with us. I came to a tree with a branch shaped like a horse's head. It seemed to have real horses' eyes. They stared at me. The branch itself began to appear to be a live horse. I looked away, and a little later it appeared to be undernourished when I looked again. |0.026|0.956|0.018|-0.1007
916|#917 (04/06/66)|There was a man acting silly and childish before a group of people. After he'd left, a man came looking for him and was angry when he couldn't find him. |0.164|0.804|0.033|-0.6597
917|#918 (04/07/66)|I was in a yard in an institution. A garbage can was there. Later there was a word that was made up of two words. I had to use the first part of the word for some reason. |0.0|1.0|0.0|0.0
918|#919 (04/08/66)|I was employed somewhere, and I had to do something a certain way. I had to arrange pans. |0.0|0.89|0.11|0.2732
919|#920 (04/08/66)|I was in a dimly lit basement room which had a dirt floor. A tunnel was outside the room. Birds were feeding on some bread. A hungry-looking goat came and ate some of the bread. Then two boys about 10 started fighting outside the door. A moment later I noticed that they were handcuffed together. One was a little taller, and his hair was long. The shorter boy seemed to fear him. |0.105|0.895|0.0|-0.7964
920|#921 (04/09/66)|I was in a room near a door that led outside. On the ground outside men were lying on their backs. Girls about ten years old were lying between the men's legs, and tickling the men's organs. When the men's organs became erected, they orally stimulated them. Later I was greeted by one of the girls, but someone called the girls and she had to go. |0.079|0.878|0.043|-0.3612
921|#922 (04/10/66)|"I was sitting on a bed. A girl about 19 crawled over me to get past. As she passed, she jokingly said, ""We're engaged."" I rested my hand on her buttocks as she passed. The feeling excited me, and as her shin rubbed past my groin, I had an emission. The girl looked back, and I told her that I could not hold it back. "|0.0|0.862|0.138|0.8316
922|#923 (04/11/66)|I took a test in a hospital. |0.0|1.0|0.0|0.0
923|#924 (04/12/66)|"I told a man in a hospital that someone wanted him to do something. He answered, ""Nobody tells me the rules."" "|0.0|1.0|0.0|0.0
924|#925 (04/12/66)|My wrist was in a cast. A bone was protruding. I told a doctor, and he said to do a certain thing. |0.0|0.909|0.091|0.2732
925|#926 (04/12/66)|Three boys tried to get me to give them something. I refused, but they kept following me. I tried to elude them by jumping down onto a ledge out of sight. |0.051|0.949|0.0|-0.1531
926|#927 (04/12/66)|A man's head and shoulders were on a stick. It seemed to be alive. |0.0|0.833|0.167|0.3818
927|#928 (04/13/66)|I was driving a truck up a hill. We came to a steep place, and left the truck and proceeded on foot because the hill was so steep. Later I was in an exhibition hall looking for a restroom. |0.0|1.0|0.0|0.0
928|#929 (04/18/66)|I had the power to move objects at a distance by psychic control. Later a man went into convulsions, and I looked for a nurse, but I could not find any. I came to a food market. A sign read that African food was sold upstairs. So I started to go up the stairs to buy some. |0.0|1.0|0.0|0.0
929|#930 (04/18/66)|I was walking through the streets. My feet were bare, and my toenails were so long that they curved beneath my toes and I stepped on them as I walked. I told someone that I didn't need any shoes. |0.0|1.0|0.0|0.0
930|#931 (04/19/66)|A man said something and I answered with a remark. Then someone interrupted, and I could not recall what I had said. As I was trying to recall it, the man leered at me and then he left. |0.056|0.944|0.0|-0.296
931|#932 (04/19/66)|"I was showing a boy about 15 around a printing plant. A press was printing red and black. I looked at a sheet and noticed that it only had red printing on it. Then I met another boy about 15. He wore glasses and was intellectual. He spoke to me about the mind. He said that the important thing is the other second thought. (Before going to bed yesterday, I pondered the problem of whether so-called opposites such as male and female are in fact opposites or ""others."") Later I was with the first boy. As he walked out of earshot, a girl came over to me and commented that I was ""sure getting friendly with that boy."" ""You must like him,"" she said. I felt embarrassed by her comment. "|0.037|0.87|0.093|0.7845
932|#933 (04/20/66)|I was breathing heavily. I saw that I was in a hospital. |0.0|1.0|0.0|0.0
933|#934 (04/21/66)|A woman was fooling her husband about her age. She was a teenager, but told him she was 21. (After that I had a wet dream which I can't recall.) |0.057|0.866|0.077|0.1655
934|#935 (04/22/66)|I was part of an historical event. The Chinese were revolting against Michaelangelo and the Sistine Chapel that he painted. |0.0|1.0|0.0|0.0
935|#936 (04/22/66)|I was walking through residential streets. Some people had a disagreement. My sister was waiting for me down the block. She called to me and said that I was two hours late. It was 10 o'clock. |0.137|0.863|0.0|-0.6597
936|#937 (04/26/66)|I was walking on a street. Children were in the distance. I was tempted to approach them, but I resisted. |0.0|1.0|0.0|0.0
937|#938 (05/01/66)|A woman was disguised as a man. |0.259|0.741|0.0|-0.2732
938|#939 (05/02/66)|I wanted to ascend a stairway, but there was a wall where the stairway used to be. A building was being remodeled. Some children were nearby. |0.0|1.0|0.0|0.0
939|#940 (05/03/66)|I was on a scaffold about 20 feet from the floor. I had to be careful not to fall. |0.0|0.918|0.082|0.1531
940|#941 (05/03/66)|I was trying to clean a motor with a liquid. I had not turned off the motor, and the liquid made the motor smoke. I turned the switch to the off position, but the motor did not turn off. I looked for the fuse box. Other people were there. |0.0|0.963|0.037|0.2144
941|#942 (05/04/66)|A man was having an artificial body made. |0.0|1.0|0.0|0.0
942|#943 (05/04/66)|I was in a house and water was leaking into one of the rooms. |0.0|1.0|0.0|0.0
943|#944 (05/04/66)|I was running a printing press. My mother was there. |0.0|1.0|0.0|0.0
944|#945 (05/05/66)|"There was a man, a woman and a boy nearby. The boy was their son. The wife and son said they were leaving the father because of something he did. They went down a stairs to the basement of a building. The boy wanted to do something drastic, but the mother held him back. Then she told him to bury a bundle of sticks that she handed him in the basement. The boy took it and went downstairs. (Yesterday, someone commented that in the dictionary a ""faggot"" is not a homosexual, but a bundle of sticks. I connect that with the dream. It seems to be related to my relations with my father.) "|0.051|0.928|0.021|-0.6808
945|#946 (05/06/66)|I was in a building that was built against some private homes. Water was on the floor in one room. Men were mopping and steam was rising from the floor. The wind dried the floor. |0.0|1.0|0.0|0.0
946|#947 (05/07/66)|There was a camel caravan and covered wagons. Someone was being chased by lawmen. Later I was in a house with my mother. A lawyer telephoned and my mother answered. She said I would have to go and answer some questions. I had a brass belt and I wanted to carve certain letters on it. I worried about the questioning. I had to go there right away. |0.052|0.918|0.03|-0.128
947|#948 (05/08/66)|I was working with a woman. We were using a hot liquid. It spilled on my left hand and burned it. I went on an elevator to get to the floor where the medicine was located. I had difficulty finding the floor. |0.053|0.877|0.07|0.2023
948|#949 (05/08/66)|I was with woman about 25. We dressed in swimming attire. Then she and I went to look for a secluded place where we could have sexual intercourse. I recalled that the restrooms at the end of the building were not used at that time. We went that way. We passed a locker room. I looked inside, but there were people in there. The woman and I became separated. Then I met my mother. She thought I was planning to steal something. I told her I was not, but I did not tell her about the woman I was looking for. Later I saw a woman who resembled her, but then I saw that it was someone else. She was light complected, her body was healthy looking and she was very friendly. |0.03|0.911|0.059|0.611
949|#950 (05/09/66)|I was working someplace. I saw a collarbone come through someone's flesh. My mother said to come home right away. I ran south to catch a northbound bus. At the stop I reflected that I should have run northbound and caught the bus ahead of the one that was coming. The streets going east and west were numbered. I boarded the bus at 6th street. When I arrived home, my mother was waiting for me. |0.029|0.971|0.0|-0.296
950|#951 (05/10/66)|I was at a VA hospital. I had to choose a job assignment. An opening was available in the printing department. |0.0|1.0|0.0|0.0
951|#952 (05/11/66)|I was with my mother and sister driving on Jericho Turnpike. A man was talking flippantly about his abilities. We reflected that he would be late for his appointment if he did not stop fooling around. We came to our destination, and I took a test. My mother asked me if I had an eraser, and I said that I did. I had a bag of dishes. I was afraid they would fall out. My mother waited outside. |0.0|0.924|0.076|0.6305
952|#953 (05/13/66)|I was with a man on board a ship. We left on a small boat. Later we sneaked back on board. But someone recognized us. |0.0|1.0|0.0|0.0
953|#954 (05/14/66)|I was trying to find my way back to where I had been. I found the correct route. Then I heard my name called. |0.0|1.0|0.0|0.0
954|#955 (05/15/66)|I had to go somewhere. I was changing my clothes, but I couldn't find my trousers. I went into an outer room A coat was there, but no trousers. Women were in there. |0.08|0.92|0.0|-0.4215
955|#956 (05/16/66)|I was writing something about whether the human body had any meaning outside of the bare facts of life. I felt as though I had an orgasm, but my organ was dry. I was happy that I had not had one. I had a saintly feeling that my body was pure, clean and healthy, and I had a feeling of euphoria. |0.0|0.718|0.282|0.9705
956|#957 (05/16/66)|I was playing a phonograph. It had a regulator to increase and decrease the tempo. It was a new invention that I had never before seen. The automatic kept putting the needle at a point away from the turntable made of material like a woman's panties. It had a snap on it like a corset. Another was made of stocking material (woman's silk stocking). A young girl (or boy) about 15 came and took them, saying they belonged to someone. |0.0|0.893|0.107|0.7964
957|#958 (05/17/66)|I went into a church. A Mass was being said. My mother and sister were on the other side of the church. My sister was talking so loudly that she was disturbing the others. She saw me and called to me. Then she walked in front of the communion rail to get to me. She spoke loudly to my mother, who answered her. Then my mother followed her. The priest glanced at them from the altar. Later I was touring a residential area where I had lived years before. Other men were there. I wanted to climb a steeple. A man gave me a boost. Then he chided me for not being able to climb the steeple unaided. As he turned to speak to a someone, I descended the steeple unaided. (I awoke with an erection.) |0.024|0.957|0.019|-0.1531
958|#959 (05/18/66)|A railroad train went through my bedroom. I had to move my bed to let it pass. The train passed very close. My mother was there. The bed had to be placed a certain way. |0.0|0.942|0.058|0.2732
959|#960 (05/18/66)|I was in an institution. I had some clothing in a cabinet in a room. A new room a floor below was opened, and I was given a cabinet there. I took a stack of handkerchiefs on the elevator to put in the new locker. But the elevator operator brought the elevator up to 4B first. When it stopped, I made some noise and a nurse came to see if anything was the matter. Then she left. |0.03|0.955|0.015|-0.296
960|#961 (05/19/66)|I was with other men. There were frame buildings like barracks. One did not have a basement and was several feet from the ground. Someone had put some feces under there. Everyone inside wondered where the odor was coming from. Later I was on a hill. Some material was there to stop erosion. I wanted to get to the bottom so I could go to the restroom and urinate. I slid down the hill, and my body made a groove. I was worried about the groove causing erosion. (When I awoke, I related the feces and urine to the body and blood, bread and wine, dandruff and sweat, snow and rain, wood and fire.) A creation, like a baby. |0.054|0.89|0.056|0.0772
961|#962 (05/20/66)|Young boys about 15 were indulging in sex play. |0.0|0.769|0.231|0.34
962|#963 (05/21/66)|I was with a young woman and an older one. The young one seemed to be romantically inclined. She made an affectionate gesture. The older woman was annoyed. A middle-aged woman walked by and asked her if she was jealous. |0.118|0.761|0.121|0.0258
963|#964 (05/21/66)|I had to appear before a judge. Two nurses encouraged me. The hearing ended in my favor, and the unmarried nurse put her arm around me. Later my mother came and spoke affectionately and brushed her cheek against me. |0.0|0.811|0.189|0.8126
964|#965 (05/22/66)|I was traveling through a large business area. There were large skyscrapers ahead of me. I was on a high level street. I could see the buildings on the lower streets. I was looking for a particular building. |0.056|0.944|0.0|-0.296
965|#966 (05/23/66)|I had a large sum of money, and I was trying to decide what to invest in. |0.0|1.0|0.0|0.0
966|#967 (05/24/66)|I was on my way to a place in Iowa with my mother and sister. I looked at a movie about how some places there are inaccessible by motor vehicle. We just missed the bus. I said we could not get there on a bus anyway, just to a nearby big town. |0.041|0.959|0.0|-0.296
967|#968 (05/24/66)|I was with a married woman. We were looking for a spot in which to make love. Her husband came, and I slipped out of sight. He acted as though he suspected something. Later I was in charge of some production. There was some mechanical trouble. |0.089|0.83|0.081|0.1531
968|#969 (05/24/66)|Other people were around. I saw a card with several rings on it. |0.0|1.0|0.0|0.0
969|#970 (05/25/66)|I was in an auditorium, and others were there. I was trying to get a better seat. |0.0|0.847|0.153|0.4404
970|#971 (05/27/66)|Some teenage boys bought some furniture. They rented a truck to haul it away. They were supposed to take only one set of furniture at a time and pay for it at once. But they were taking several sets, and paying for only one set. |0.027|0.973|0.0|-0.0516
971|#972 (05/27/66)|My mother looked under my covers as I lay in a bed. I thought she wanted to see if I was masturbating. But she wanted to see if I was smoking a cigarette. |0.0|1.0|0.0|0.0
972|#973 (05/28/66)|There were little girls in a park. I picked up one of them, and she felt stiff like a corpse. Later there was a flooded room. An infant was there, and was crying and saying that a snake had bitten it. I picked it up and examined the bite on its foot. I looked for a nurse. People were around. Then I wondered whether it was a boy or a girl. I started to open its clothing, but I stopped because I was embarrassed because of the people all around. I came to a nurse's office and I put it down. I wondered what I would do with it then, after the bite was treated. |0.082|0.903|0.014|-0.8047
973|#974 (05/28/66)|Some water got into some machinery and slowed it down. |0.0|1.0|0.0|0.0
974|#975 (05/29/66)|I was able to purchase some food with some tickets until a certain time. I bought some canned food. Then I went back later to buy more, but it was too late. I would have to come the next day. I put the canned food I'd bought into a bin. Someone was advertising a new kind of tissue. I took some and helped advertise it. Later at the bin I saw that in other bins there were appliances like vacuum cleaners. I was surprised that they could be bought with the tickets. I had a moving sign with a girl in a nursery rhyme. Santa Claus danced gaily on the front lawn. He told a helper to polish his boots. Later I noticed that some fruit was missing from the bin. |0.02|0.906|0.074|0.7543
975|#976 (05/30/66)|My left hand was severed. I took someone else's hand and attached it to my wrist. A scar was left where it had joined. A doctor did not believe that it had happened. I showed him the scar. |0.057|0.797|0.146|0.5994
976|#977 (05/30/66)|I was repairing a floor. It was dangerous, as we could fall through. A workman on the other side was unfriendly and would not help me. |0.255|0.745|0.0|-0.7819
977|#978 (05/31/66)|I was trying to relate three ideas and form a synthesis. |0.0|1.0|0.0|0.0
978|#979 (05/31/66)|I was working on a printing press. |0.0|1.0|0.0|0.0
979|#980 (06/01/66)|I was in a private house. Some neighbors were nearby. |0.0|1.0|0.0|0.0
980|#981 (06/02/66)|A mad scientist had hundreds of people held prisoner, and he forced them to obey him. The building was modern. Guards were all around. The madman looked down upon the people through an observation platform. There were some nuns among the prisoners. I tried to escape. There were some prisoners below on a street within the madman's property. I was led with some others to the streets outside the property. I asked to use a phone, hoping to call the police, but I learned that there was a recorded voice that interfered with the connections. The madman was nearby and he jeered at me, suspecting what I had attempted. A policeman was nearby, and I cried out to him that I was being held prisoner. He listened and nodded. |0.146|0.832|0.023|-0.9485
981|#982 (06/02/66)|A man who was assigned to watch me at a hospital said he would let me run away. I had been assigned to raise the flag, but he said he would do it for me. I had to crawl through a hole about 2 feet square and 2 feet high. A middle-aged woman came and wanted to leave, so she crawled through the hole. |0.02|0.98|0.0|-0.0772
982|#983 (06/03/66)|I was in a contest. |0.0|1.0|0.0|0.0
983|#984 (06/04/66)|I was in a wheelchair because I had difficulty walking. I came to a building and I couldn't get the wheelchair inside, so I struggled to my feet and walked into the building. |0.141|0.859|0.0|-0.6222
984|#985 (06/04/66)|I came to a village. Communists were there. |0.0|1.0|0.0|0.0
985|#986 (06/05/66)|"A partly bald man about 50 had a bruise on his forehead. He had been fighting with another man. He struck the other man. Then he said, ""Now I will go to Staff and get discharged."" I wondered how that could happen. "|0.101|0.899|0.0|-0.5423
986|#987 (06/05/66)|I was living in a house with my mother and sister. The house resembled one we lived in, in my hometown. I lay on a high bed in a dimly lit room. The bed was by a window, and I looked out into the yard. I felt very nostalgic as I looked out, as I recalled living there before. |0.0|1.0|0.0|0.0
987|#988 (06/07/66)|I tried to reason something out. |0.0|1.0|0.0|0.0
988|#989 (06/08/66)|I worked at a printing shop. I was told that I was too slow, so I left the job. Later I recalled leaving a book there which I had been reading. I looked for the building. It housed a department store. I found the building, but I couldn't find the stairs leading to the shop. It was on the 8th or 9th floor. I climbed a wall to get to the shop. When I reached the window of the shop, I had a sudden fear of falling. A man was there, and told me not to think about what I was doing. I tried thinking of something else, and I wasn't afraid any more. (Comment: Yesterday I was told that I was being sent to Staff today.) |0.047|0.941|0.012|-0.6808
989|#990 (06/09/66)|My mother and I were riding on the outside of an airplane. We held on to protruding ridges on the body of the plane. The plane landed and my mother's jaw was slightly injured. |0.068|0.932|0.0|-0.3415
990|#991 (06/10/66)|A hobo passed me and I gave him my shirt. |0.0|1.0|0.0|0.0
991|#992 (06/12/66)|I was in a small store. A lady inside sold rugs and drapes. She was papering the wall for Christmas. She had done it every year. Only one wall was decorated. The Christmas display was put on that wall. |0.0|1.0|0.0|0.0
992|#993 (06/13/66)|I was late for work. When I arrived, someone said I'd better punch my timecard. I said it wasn't my fault that I was late. I wondered if they would dock me anyway. |0.0|0.857|0.143|0.6319
993|#994 (06/14/66)|I was swimming in a pool. I made large bubbles by clapping my hands in the water. One was big enough for me to get inside. It felt like plastic. I prepared to get inside the bubble. |0.0|0.888|0.112|0.5267
994|#995 (06/16/66)|I was in a hurry to get somewhere at a certain time. |0.0|0.84|0.16|0.2732
995|#996 (06/17/66)|A quiz program phoned me. I had entered a contest, and all of my answers had been correct. But I could not recall what address I was supposed to give to them to send the prize. While I was looking for the address, the quiz master hung up, and the prize was given to someone else. I saw in the paper about another contest. I was very depressed about losing that prize. |0.098|0.753|0.15|0.6873
996|#997 (06/18/66)|I was at home. I was told by a judge that I would be sent to a state farm in a few days. I decided to go away where they couldn't find me because I didn't want to go there. |0.03|0.97|0.0|-0.0572
997|#998 (06/19/66)|I was in a department store looking for a certain floor. Later I was a patient in a hospital. Our ward was being moved to Ward 14. It had been a women's ward. (All of the wards with even numbers had been women's wards, and the ones with odd numbers had been men's wards. I saw a girl about 13 nearby. She was brunette with dark eyes (like the girl whose parents had me arrested five years ago when she was 8 years old). She stared steadily ahead. Some woman said about the girl that she gives the appearance of being polite, but she was really an indifferent person, and cared only for herself. |0.052|0.89|0.058|0.1735
998|#999 (06/19/66)|I was with my mother. Someone wanted me to get some things for myself. My mother said she would hold the things I was carrying. My shirt was of stretchy goods and one of the sleeves stretched too long. |0.0|1.0|0.0|0.0
999|#1000 (06/19/66)|I was looking for a place where Moslems were. I was told by someone that to find the South I had to look towards Mecca. |0.0|1.0|0.0|0.0
1000|#1001 (06/25/66)|A judge was giving me time to be at home, and then I would have to return to court. I was worried. My mother was there. (On June 22nd, I was released from Northwest Hospital. This is my first recorded dream since I arrived home.) |0.045|0.864|0.091|0.296
1001|#1002 (07/01/66)|A vicious dog tried to bite me. |0.294|0.706|0.0|-0.3612
1002|#1003 (07/02/66)|I was in a hospital with a man I knew when we were patients in a hospital. His name is Andrew Reynolds. He was being moved to another place. |0.0|1.0|0.0|0.0
1003|#1004 (07/02/66)|Two men were plotting to steal something. Later I was near a swimming pool. |0.198|0.802|0.0|-0.4939
1004|#1005 (07/03/66)|A helicopter was rising in the distance. Something was hanging from it that was related to something of mine. |0.0|1.0|0.0|0.0
1005|#1006 (07/04/66)|I missed a bus. That made me 3 minutes late for an appointment. I was anxious about being late. |0.198|0.802|0.0|-0.4939
1006|#1007 (07/05/66)|I was standing by a four-foot ledge. I lifted a girl about 10 years old onto the ledge. As I lifted her, my hand pressed between her legs. |0.0|0.894|0.106|0.4939
1007|#1008 (07/05/66)|I was riding a streetcar. Then I got off and started walking. I passed ruins of some buildings which were among some government buildings. The latter were about 20 stories high. |0.088|0.912|0.0|-0.4404
1008|#1009 (07/06/66)|I was a patient in a hospital. The building was one story high. The patients were supposed to keep their clothing with them, but I kept my shirts in a room. I went there to get a shirt, but I had difficulty getting inside because men were all around. |0.061|0.939|0.0|-0.4767
1009|#1010 (07/07/66)|I was on a street with houses on it. I found a dollar bill. A young man stopped to talk with me. I missed my bus. I looked to see if I could get another bus. Several streets came together where the bus stopped. |0.128|0.872|0.0|-0.6124
1010|#1011 (07/08/66)|I was living in an unfamiliar house. My mother tied my ankles to the bed as I lay on my back, so that I would not get upset. I looked outside the window. Three shade trees, about 30 feet tall, were outside. Some of the leaves were turning brown. The sun was setting, and the rays shown through the trees making a reddish brown light in the trees. The beautiful light fascinated me. |0.0|0.884|0.116|0.8475
1011|#1012 (07/08/66)|I was in a public place with people all around. I was clad only in a shirt. |0.0|1.0|0.0|0.0
1012|#1013 (07/09/66)|I was clad only in a blanket. People were around. My mother was there. I went into a building to get my trousers. |0.0|1.0|0.0|0.0
1013|#1014 (07/10/66)|I was in a hospital. A man wanted me to take the passive role in an act of pederasty. I refused. A recreation area was moved to different buildings. All the buildings were frame and one-story high. A woman came and wanted to have sex relations with me. She had gray hair and was about 55. I declined her request. later I agreed to play horseshoes with her. She fell into a hole in the floor, and I helped her up. I felt slightly attracted to her then. |0.023|0.883|0.094|0.6815
1014|#1015 (07/11/66)|I was undressed. People were looking on. Others were not. |0.0|1.0|0.0|0.0
1015|#1016 (07/12/66)|Andrew Reynolds had a car and offered to drive my mother somewhere. But he wasted money, so she declined. |0.193|0.807|0.0|-0.6486
1016|#1017 (07/13/66)|A man dressed like a woman sat next to me. I was not interested in him, but after he left, I wished I had found out something about him. |0.054|0.889|0.058|0.0312
1017|#1018 (07/14/66)|I had a disagreement with someone, and Mr. Bell intervened. |0.217|0.783|0.0|-0.3612
1018|#1019 (07/15/66)|I was going to take a bus, but on the way, I recalled something I had forgotten to take. I started back. Later I was looking for the place where it was located. I had to avoid a certain building, because it was part of County Hospital. Then a little later my mother was with me in a house. As she went out the door, she told me to meet her at Macy's. The tone of her voice seemed to say she wished she could change my ways, but did not think she could. |0.052|0.921|0.027|-0.3612
1019|#1020 (07/16/66)|I was with my sister. There was a swimming pool about 300 feet away. It had a diving board about 6 feet wide. |0.0|0.944|0.056|0.0772
1020|#1021 (07/18/66)|I was with my sister in some deep snow. I climbed down a cliff of snow about 30 feet high. Later the snow melted and the cliff was gone. Then I tried out something for three hours. |0.0|1.0|0.0|0.0
1021|#1022 (07/19/66)|I was with my mother. We had a garbage can. There were two halves of orange peeling inside. My mother put them in the gutter. Some people were going to get her into trouble for littering. She was worried about it. |0.112|0.888|0.0|-0.5994
1022|#1023 (07/22/66)|I was speaking to a former friend named Ordel about some prophesies. I showed him a list of statistics, and I said that predictions could be proved that way. |0.0|0.897|0.103|0.4939
1023|#1024 (07/22/66)|I was living in a house. Children on their way to school were cutting through our property. |0.086|0.914|0.0|-0.128
1024|#1025 (07/23/66)|"I was lying on a bed. Nearby, on my left, there were two girls about 15 being joined by a third. All of them were nude. The third one sat with her knees up, and replied to something the others had said with, ""I have already given in to the temptation."" Then ran their hands over their legs. Then they looked in my direction, and one said, ""let's go into the other room."" I surmised that they had been embarrassed in my presence. I felt resentful about it. Then a nun came and rested the back of her head against my groin for a moment. Then she got up and seemed to be angry at herself for what she had done. "|0.095|0.905|0.0|-0.9062
1025|#1026 (07/24/66)|I was cleaning something off the floor. Some harmful chemical had spilled into the swimming pool. The pool was in our yard. I dropped some harmful powder on the ground. Some of it went into the pool. It was a private house. |0.0|1.0|0.0|0.0
1026|#1027 (07/25/66)|I was in a hospital, and had been separated from my group. I was looking for the group. |0.0|1.0|0.0|0.0
1027|#1028 (07/26/66)|I was riding in a cable car. I was carrying a pair of eyeglasses and a camera. The camera was in a case with straps. I had a hard time holding onto them. I passed a woman going in a car in the opposite direction. I recognized her as a woman who had worked at a printing company where I had been employed at one time. |0.021|0.979|0.0|-0.1027
1028|#1029 (07/26/66)|A man had a magic rubber ball. He handed it to me. He touched a certain spot on the ball and a small amount of snow appeared on that spot. I was amazed because the room was very warm. |0.0|0.828|0.172|0.7574
1029|#1030 (07/26/66)|I was in a store. Under a counter there were some invoices and some coins. I presumed that someone had left the coins, so I gathered them. A woman was behind the counter. |0.0|1.0|0.0|0.0
1030|#1031 (07/26/66)|"I was looking for a restaurant in St. Louis named ""The Forum."" If a certain action were taken, people would get the wrong impression. "|0.11|0.747|0.142|-0.0258
1031|#1032 (07/27/66)|I found a seat in a theater with a circular seat arrangement. Then I left to go to the restroom. A woman was looking on as I urinated. When I returned to the seats, it was crowded and my seat was taken, so I looked for another one. |0.0|1.0|0.0|0.0
1032|#1033 (07/28/66)|I was waiting for a train. My mother and sister were there. We had visited my mother's sister who is a nun. She worked in the hospital where we visited her. I had to buy something at a ticket office costing $100, then I tried to buy a ticket. There was a time deadline for the purchase of the ticket and we were past the time, so the agent would not sell me one. I recognized the agent as a man I once knew named Wm. Doran. I pleaded with him, but he would not give in. I told him we would miss our train. Then he left, and my mother persuaded another man to let me buy a ticket. |0.016|0.984|0.0|-0.2263
1033|#1034 (07/29/66)|I was looking out of a window. A building collapsed revealing a steeple with a clock on it. Later I was outside. Some fiery pieces of rock and earth were falling from the sky. I was afraid of being hit by one. They were 6 feet in diameter. |0.119|0.881|0.0|-0.6249
1034|#1035 (07/29/66)|I was in an institution. I was called for an exercise in the field, but then the man said I didn't have to go because I was a veteran. My trouser legs were rolled up and I rolled them back down. Later I watched some men in a field doing war maneuvers. Guns were firing over their heads. Later I watched some men riding horses in a coral. An old man raced a horse so hard that the man was panting furiously when the horse was halted. Some younger man came up to him and wanted to kiss him. But the old man politely declined. |0.123|0.845|0.031|-0.8979
1035|#1036 (07/29/66)|I lay in a bed. A teenage boy undressed and lay in the nude next to me. I was sexually excited. Then a boy about 9 years old came and lay nude on the older boy's back with his back to that of the older boy. I rubbed my lips against his groin, and he said to go ahead and stimulate his organ orally if I desired to do so. I then had an emission. As I was feeling impatient with myself for not being able to forbear having the orgasm, I heard my mother's voice say that a neighbor's car was parked in front of our house. I awoke to find that she had actually said that. |0.018|0.918|0.064|0.5719
1036|#1037 (07/30/66)|I was in a house with my mother. There were large empty rooms. My mother accidentally pulled the iron cord, leaving the plug in the socket. The plug began to burn. I hurriedly looked for the fuse in the fuse box so I could turn off the electricity. Later I walked along the street and I met a man I have known named Carl Hogan. (I had been a patient with him in a hospital.) I was surprised to see that he was out of the hospital. |0.047|0.932|0.021|-0.3182
1037|#1038 (07/31/66)|I had written something that had won an award. Some young people ridiculed it. There was a profile of a woman that I had drawn on the page with the writing. Some of the edges around the picture were turning brown from the heat. I tried to cool it. It began to look better. |0.039|0.767|0.194|0.872
1038|#1039 (08/01/66)|I walked a short distance with a boy and a girl about 8 years old, then I left them and went somewhere. |0.0|1.0|0.0|0.0
